,Id,MSSubClass,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice
513,514,20,9187,6,5,1983,1983,336,748,1084,1080,0,1080,0,1,1,3,1,5,0,2,484,120,0,158,0,0,0,0,6,2007,-0.5906308863352621
514,515,45,10594,5,5,1926,1950,0,768,768,789,0,789,0,1,0,2,1,5,0,1,200,0,0,112,0,0,0,0,6,2007,-1.0626703946483642
515,516,20,12220,10,5,2009,2009,1436,570,2006,2020,0,2020,1,2,1,3,1,9,1,3,900,156,54,0,0,0,0,0,9,2009,2.7937161601865763
516,517,80,10448,6,6,1972,1972,0,689,689,1378,741,2119,0,2,1,3,1,7,1,2,583,0,104,0,0,0,0,0,8,2009,-0.2885256010148768
517,518,60,10208,7,5,1996,1997,0,1264,1264,1277,1067,2344,0,2,1,3,1,7,1,3,889,220,0,0,0,0,0,0,7,2009,1.0583604627051744
518,519,60,9531,6,5,1998,1998,706,88,794,882,914,1796,1,2,1,3,1,7,0,2,546,0,36,0,0,0,0,0,5,2007,0.37862357073430747
519,520,70,10918,7,9,1926,2004,0,1276,1276,1276,804,2080,0,1,1,3,1,9,2,1,282,0,0,0,0,145,0,0,6,2009,0.66814113583301
520,521,190,10800,4,7,1900,2000,0,0,0,694,600,1294,0,2,0,3,2,7,0,0,0,220,114,210,0,0,0,0,8,2008,-0.9399401224869577
521,522,20,11988,6,6,1957,1957,777,467,1244,1244,0,1244,0,1,1,3,1,6,2,1,336,0,40,0,0,0,0,0,5,2007,-0.3892273627883386
522,523,50,5000,6,7,1947,1950,399,605,1004,1004,660,1664,0,2,0,3,1,7,2,2,420,0,24,36,0,0,0,0,10,2006,-0.2759378807931941
523,524,60,40094,10,5,2007,2008,2260,878,3138,3138,1538,4676,1,3,1,3,1,11,1,3,884,208,406,0,0,0,0,0,10,2007,0.04819591491513601
524,525,60,11787,7,5,1996,1997,719,660,1379,1383,1015,2398,1,2,1,3,1,8,1,3,834,239,60,0,0,0,0,0,8,2007,1.6971872639555725
525,526,20,7500,7,5,2005,2005,0,1257,1257,1266,0,1266,0,2,0,3,1,6,1,2,453,38,144,0,0,0,0,0,4,2006,-0.06194663702458781
526,527,20,13300,5,7,1956,2000,377,551,928,928,0,928,0,1,0,2,1,4,0,1,252,261,0,156,0,0,0,0,6,2007,-0.6158063267786276
527,528,60,14948,9,5,2008,2008,1330,122,1452,1476,1237,2713,1,2,1,3,1,11,1,3,858,126,66,0,0,0,0,0,11,2008,3.3400232178076066
528,529,30,9098,4,7,1920,2002,348,180,528,605,0,605,1,1,0,2,1,5,0,0,0,0,0,144,0,0,0,0,7,2007,-1.1948414569760328
529,530,20,32668,6,3,1957,1975,1219,816,2035,2515,0,2515,1,3,0,4,2,9,2,2,484,0,0,200,0,0,0,0,3,2007,0.24801338571412754
530,531,80,10200,6,5,1988,1989,783,678,1461,1509,0,1509,1,2,0,3,1,5,1,2,600,224,0,0,0,0,0,0,8,2008,-0.07453435724627053
531,532,70,6155,6,8,1920,1999,0,611,611,751,611,1362,0,2,0,3,1,6,0,2,502,0,0,84,0,0,0,0,6,2008,-0.6661572076653585
532,533,20,7200,5,7,1955,2007,0,0,0,827,0,827,0,1,0,2,1,5,1,1,392,0,0,0,0,0,0,0,4,2010,-0.9242054722098543
533,534,20,5000,1,3,1946,1950,0,0,0,334,0,334,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,2007,-1.7826879913286158
534,535,60,9056,8,5,2004,2004,0,707,707,707,707,1414,0,2,1,3,1,6,1,2,403,100,35,0,0,0,0,0,10,2006,-0.03677119658122236
535,536,190,7000,5,7,1910,1991,969,148,1117,820,527,1347,1,1,0,3,1,5,0,0,0,85,0,148,0,0,0,0,1,2008,-0.9242054722098543
536,537,60,8924,7,5,1998,1999,0,880,880,880,844,1724,0,2,1,3,1,8,0,2,527,120,155,0,0,0,0,0,7,2008,0.08910600563560485
537,538,20,12735,4,5,1972,1972,600,264,864,864,0,864,0,1,0,3,1,5,0,2,576,216,0,0,0,0,0,0,4,2008,-0.877001521378544
538,539,20,11553,5,5,1968,1968,673,378,1051,1159,0,1159,0,1,1,3,1,7,1,1,336,466,0,0,0,0,0,0,7,2006,-0.2885256010148768
539,540,20,11423,8,5,2001,2002,1358,223,1581,1601,0,1601,1,2,0,3,1,6,1,2,670,180,0,0,0,0,0,2000,5,2010,1.1464745042569535
540,541,20,14601,9,5,2006,2006,1260,578,1838,1838,0,1838,1,2,0,2,1,8,1,3,765,270,68,0,0,0,0,0,3,2009,1.6877464737893104
541,542,60,11000,8,5,2000,2000,0,969,969,997,1288,2285,0,2,1,4,1,8,1,3,648,0,56,0,0,0,0,0,6,2007,0.8443692189365681
542,543,20,10140,7,5,1998,1999,144,379,1650,1680,0,1680,1,2,0,3,1,7,1,2,583,78,73,0,0,0,0,0,6,2009,0.4069459412330936
543,544,120,4058,7,5,1998,1998,584,0,723,767,0,767,1,1,0,1,1,4,0,1,367,120,40,0,0,0,0,0,6,2007,-0.6032186065569448
544,545,60,17104,7,5,2006,2006,554,100,654,664,832,1496,1,2,1,3,1,7,1,2,426,100,24,0,0,0,0,0,9,2006,-0.01581264241212063
545,546,50,13837,7,5,1988,1988,1002,0,1204,1377,806,2183,0,2,1,4,1,9,0,3,786,0,0,0,0,0,0,0,2,2006,0.6052025347245964
546,547,50,8737,6,7,1923,1950,300,765,1065,915,720,1635,0,1,1,3,1,6,1,2,440,0,38,0,144,0,0,0,5,2007,0.3660358505126247
547,548,85,7244,5,7,1970,1970,619,149,768,768,0,768,1,1,0,2,1,5,0,2,624,104,0,0,0,0,0,0,4,2007,-0.6472756273328344
548,549,20,8235,5,7,1955,1995,180,0,825,825,0,825,1,1,0,2,1,4,0,2,720,140,50,0,0,0,0,0,6,2008,-0.7039203683304066
549,550,60,9375,7,5,2003,2004,0,912,912,912,1182,2094,0,2,1,4,1,8,1,2,615,182,182,0,0,0,0,0,11,2009,1.033185022261809
550,551,120,4043,6,6,1977,1977,559,510,1069,1069,0,1069,0,2,0,2,1,4,0,2,440,0,55,0,0,200,0,0,10,2008,-0.5151045650051658
551,552,20,6000,5,6,1957,1957,308,620,928,928,0,928,0,1,0,3,1,5,0,1,288,0,0,0,0,0,0,0,6,2008,-0.8612668711014406
552,553,20,11146,8,5,2006,2006,0,1709,1709,1717,0,1717,0,2,0,3,1,7,1,3,908,169,39,0,0,0,0,0,7,2009,0.9387771205991886
553,554,20,8777,4,5,1949,2003,0,0,0,1126,0,1126,0,2,0,2,1,5,0,2,520,0,96,0,0,0,0,0,5,2009,-0.9179116120990128
554,555,60,10625,7,5,2003,2004,866,132,998,1006,1040,2046,1,2,1,3,1,8,1,3,871,320,62,0,0,0,0,0,8,2008,1.297527146917146
555,556,45,6380,5,6,1922,1950,0,993,993,1048,0,1048,0,1,0,2,1,5,1,1,280,0,0,116,0,0,0,0,8,2006,-0.8549730109905993
556,557,20,14850,5,5,1957,1957,895,197,1092,1092,0,1092,1,1,0,2,1,6,1,1,299,268,0,0,0,122,0,0,5,2006,-0.502516844783483
557,558,50,11040,4,6,1920,1950,637,0,637,897,439,1336,0,1,1,3,1,7,0,1,570,0,47,120,0,0,0,0,9,2006,-0.9179116120990128
558,559,60,21872,7,5,1996,1997,604,125,729,729,717,1446,0,2,1,3,1,6,1,2,406,264,22,0,0,0,0,0,8,2008,-0.07453435724627053
559,560,120,3196,7,5,2003,2004,0,1374,1374,1557,0,1557,0,2,0,2,1,7,1,2,420,143,20,0,0,0,0,0,10,2006,0.66814113583301
560,561,20,11341,5,6,1957,1996,1302,90,1392,1392,0,1392,1,1,1,3,1,5,1,2,528,0,0,0,0,95,0,0,5,2010,-0.7479773891062962
561,562,20,10010,5,5,1974,1975,1071,195,1389,1389,0,1389,1,1,0,2,1,6,1,2,418,240,38,0,0,0,0,0,4,2006,-0.13747295835468415
562,563,30,13907,5,6,1940,1969,290,706,996,996,0,996,1,1,0,3,1,6,1,0,0,144,0,0,0,0,0,0,7,2008,-0.9179116120990128
563,564,50,21780,6,7,1918,1950,0,1163,1163,1163,511,1674,0,2,0,4,1,8,1,2,396,72,36,0,0,144,0,0,7,2008,0.05134284497055669
564,565,60,13346,7,5,1992,2000,728,367,1095,1166,1129,2295,1,2,1,4,1,9,1,2,590,0,40,0,0,0,0,0,7,2006,1.0961236233702225
565,566,70,6858,6,4,1915,1950,0,806,806,841,806,1647,1,1,1,4,1,6,0,1,216,0,66,136,0,0,0,0,5,2010,-0.6661572076653585
566,567,60,11198,9,5,2005,2007,0,1122,1122,1134,1370,2504,0,2,1,4,1,11,1,3,656,144,39,0,0,0,0,0,6,2008,1.8136236760061377
567,568,20,10171,7,5,2004,2004,2,1515,1517,1535,0,1535,0,2,0,3,1,7,0,2,532,0,0,0,0,0,0,0,3,2010,0.4163867313993556
568,569,50,12327,8,8,1983,2009,1441,55,1496,1496,636,2132,1,1,1,1,1,5,1,2,612,349,40,0,0,0,0,0,9,2009,1.7078868261440028
569,570,90,7032,5,5,1979,1979,943,0,943,943,0,943,1,1,0,2,1,4,2,2,600,42,0,0,0,0,0,0,12,2006,-0.565958954700764
570,571,90,13101,5,5,1965,1965,231,1497,1728,1728,0,1728,0,2,0,6,2,10,0,2,576,0,0,0,0,0,0,0,11,2008,-0.4823764924287907
571,572,20,7332,6,6,1959,1959,414,450,864,864,0,864,1,1,0,2,1,4,0,1,288,168,0,0,0,0,0,0,10,2006,-0.7668589694388203
572,573,60,13159,7,5,2009,2009,0,846,846,846,846,1692,0,2,1,3,1,6,0,2,650,208,114,0,0,0,0,0,7,2009,0.5485577937270242
573,574,80,9967,7,5,2000,2000,0,384,384,774,656,1430,0,2,1,3,1,8,1,2,400,100,0,0,0,0,0,0,12,2007,-0.13747295835468415
574,575,80,10500,5,7,1971,2005,349,23,372,576,533,1109,0,1,0,3,1,5,0,1,288,35,0,0,0,0,0,0,12,2007,-0.5276922852268485
575,576,50,8480,5,5,1947,1950,442,390,832,832,384,1216,0,1,0,2,1,6,0,1,336,158,0,102,0,0,0,0,10,2008,-0.7857405497713443
576,577,50,6292,7,7,1928,1950,0,861,861,877,600,1477,0,2,0,3,1,6,1,1,216,0,50,0,0,0,0,0,8,2009,-0.4521659638967522
577,578,80,11777,5,6,1966,1966,328,285,1164,1320,0,1320,1,1,0,3,1,6,2,2,564,160,68,240,0,0,0,0,5,2006,-0.20670541957393912
578,579,160,3604,7,5,2007,2007,0,689,689,703,689,1392,0,2,0,2,1,5,0,2,540,0,102,0,0,0,0,0,2,2008,-0.4395782436750695
579,580,50,12150,5,5,1954,1954,0,1050,1050,1050,745,1795,0,2,0,4,1,7,0,1,352,0,0,0,0,0,0,0,11,2008,-0.6221001868894689
580,581,20,14585,6,6,1960,1987,594,331,1144,1429,0,1429,0,1,0,3,1,7,2,2,572,216,110,0,0,0,0,0,6,2007,0.01232091228334025
581,582,20,12704,8,5,2008,2009,0,2042,2042,2042,0,2042,0,2,1,3,1,8,1,3,1390,0,90,0,0,0,0,0,8,2009,0.9109960220699348
582,583,90,11841,6,5,1990,1990,816,0,816,816,0,816,1,1,0,3,1,5,0,0,0,0,32,0,0,0,0,0,5,2007,-0.7857405497713443
583,584,75,13500,10,9,1893,2000,0,1237,1237,1521,1254,2775,0,3,1,3,1,9,1,2,880,105,502,0,0,0,0,0,7,2008,1.8136236760061377
584,585,50,6120,4,7,1935,1995,0,884,884,989,584,1573,0,1,0,3,1,6,0,1,240,0,0,54,0,120,0,0,7,2009,-0.6032186065569448
585,586,20,11443,8,5,2005,2006,1460,408,1868,2028,0,2028,1,2,0,2,1,7,2,3,880,326,66,0,0,0,0,0,3,2006,2.378812313959692
586,587,30,10267,6,7,1918,2000,210,0,816,838,0,838,1,1,0,2,1,5,0,1,275,0,0,112,0,0,0,0,5,2008,-0.640981767221993
587,588,85,8740,5,6,1982,1982,672,168,840,860,0,860,1,1,0,2,1,4,0,2,528,0,0,0,0,0,0,0,7,2009,-0.5528677256702139
588,589,20,25095,5,8,1968,2003,1324,113,1437,1473,0,1473,2,1,0,1,1,5,2,1,452,0,48,0,0,60,0,0,6,2009,-0.4773414043401176
589,590,40,9100,5,6,1930,1960,0,742,742,779,0,935,0,1,0,2,1,4,0,1,308,0,0,0,0,0,0,600,8,2008,-1.2766616384169704
590,591,60,8320,7,5,2004,2004,490,280,770,770,812,1582,0,2,1,3,1,6,0,2,520,0,45,0,0,0,0,0,9,2008,0.06267179317007114
591,592,60,13478,10,5,2008,2008,1338,384,1722,1728,568,2296,1,2,1,3,1,10,1,3,842,382,274,0,0,0,0,0,6,2009,3.4116347581487596
592,593,20,6600,5,8,1982,2003,816,0,816,816,0,816,1,1,0,2,1,4,0,2,816,0,0,0,0,0,0,0,6,2008,-0.5402800054485313
593,594,120,4435,6,5,2003,2003,685,163,848,848,0,848,1,1,0,1,1,4,0,2,420,140,0,0,0,0,0,0,5,2009,-0.5151045650051658
594,595,20,7990,5,6,1975,1975,0,924,924,924,0,924,0,1,0,3,1,5,0,1,280,0,0,0,0,0,0,0,4,2008,-0.8927361716556474
595,596,20,11302,8,5,2005,2006,1422,392,1814,1826,0,1826,1,2,0,3,1,7,1,3,758,180,75,0,0,120,0,0,8,2006,1.7380973546760414
596,597,70,3600,6,7,1910,1993,0,684,684,684,684,1368,0,1,0,3,1,7,0,1,216,0,158,0,0,0,0,0,10,2006,-0.8360410797771884
597,598,120,3922,7,5,2006,2007,0,1258,1258,1402,0,1402,0,0,2,2,1,7,1,3,648,120,16,0,0,0,0,0,2,2007,0.16716245873025942
598,599,20,12984,5,6,1977,1977,1283,0,1430,1647,0,1647,1,2,0,3,1,7,1,2,621,0,0,0,0,0,0,0,3,2006,0.46044375217524514
599,600,160,1950,6,6,1980,1980,81,23,716,716,840,1556,1,2,1,3,1,6,1,2,452,161,0,0,0,0,0,0,7,2008,-0.37663964256665583
600,601,60,10927,8,5,2005,2005,546,512,1058,1058,846,1904,1,2,1,3,1,8,1,2,736,179,60,0,0,0,0,0,6,2006,1.1842376649220017
601,602,50,9000,6,6,1937,1950,0,780,780,780,595,1375,0,1,1,3,1,6,1,1,544,0,162,0,0,126,0,0,12,2007,-0.502516844783483
602,603,60,10041,8,5,1992,1992,789,119,908,927,988,1915,1,2,1,3,1,8,1,2,506,120,150,0,0,0,0,0,2,2006,0.49191305272945196
603,604,160,3182,7,5,2004,2005,0,600,600,600,600,1200,0,2,1,2,1,4,0,2,480,0,172,0,0,0,0,0,6,2010,-0.37663964256665583
604,605,20,12803,7,5,2002,2002,922,572,1494,1494,0,1494,1,2,0,3,1,6,1,2,530,192,36,0,0,0,0,0,9,2008,0.5045007729511347
605,606,60,13600,7,6,1965,1990,454,314,768,1186,800,1986,0,2,1,3,1,7,3,2,486,0,42,0,0,189,0,0,10,2009,0.3030972494042111
606,607,20,12464,5,5,1996,1996,732,308,1040,1040,0,1040,1,1,0,3,1,6,0,2,576,168,0,0,0,0,0,0,11,2009,-0.36405192234497313
607,608,20,7800,5,8,1948,2002,603,293,896,1112,896,2008,1,3,0,3,1,8,0,1,230,103,0,0,0,0,0,0,8,2006,0.5548516538378655
608,609,70,12168,8,6,1934,1998,428,537,965,1940,1254,3194,0,2,1,4,1,10,2,2,380,0,0,0,0,0,0,0,9,2007,2.2428649355655184
609,610,20,7943,4,5,1961,1961,903,126,1029,1029,0,1029,1,1,0,3,1,5,0,1,261,64,0,39,0,0,0,0,4,2007,-0.7857405497713443
610,611,60,11050,9,5,2000,2000,904,536,1440,1476,677,2153,1,2,1,3,1,8,2,3,736,253,142,0,0,0,0,0,5,2009,1.6625710333459451
611,612,80,10395,6,6,1978,1978,605,427,1032,1032,0,1032,0,2,0,3,1,6,1,2,564,0,0,0,0,0,0,500,7,2007,-0.41440280323170403
612,613,60,11885,8,5,2001,2001,990,309,1299,1299,573,1872,1,2,1,3,1,7,1,2,531,160,122,0,0,0,0,0,11,2009,1.014303441929285
613,614,20,8402,5,5,2007,2007,206,914,1120,1120,0,1120,0,1,0,3,1,6,0,0,0,0,30,0,0,0,0,0,12,2007,-0.42699052345338673
614,615,180,1491,4,6,1972,1972,150,0,630,630,0,630,1,1,0,1,1,3,0,0,0,96,24,0,0,0,0,0,5,2010,-1.3270125193037012
615,616,85,8800,6,7,1963,1963,763,173,936,1054,0,1054,1,1,0,3,1,6,0,2,480,120,0,0,0,0,0,0,5,2010,-0.5465738655593726
616,617,60,7861,6,5,2002,2003,457,326,783,807,702,1509,1,2,1,3,1,7,1,2,393,100,75,0,0,0,0,0,6,2006,0.02868494857152779
617,618,45,7227,6,6,1954,1954,0,832,832,832,0,832,0,1,0,2,1,4,0,2,528,0,0,0,0,0,0,0,6,2008,-0.9493809126532197
618,619,20,11694,9,5,2007,2007,48,1774,1822,1828,0,1828,0,2,0,3,1,9,1,3,774,0,108,0,0,260,0,0,7,2007,1.6853925701078558
619,620,60,12244,8,5,2003,2003,871,611,1482,1482,780,2262,1,2,1,4,1,10,2,3,749,168,0,0,0,0,0,0,8,2008,1.5618692715724833
620,621,30,8248,3,3,1914,1950,41,823,864,864,0,864,1,1,0,2,1,5,0,0,0,0,0,100,0,0,0,0,9,2008,-1.4340081411880046
621,622,60,10800,6,7,1974,1997,956,384,1522,1548,1066,2614,0,2,1,4,1,9,1,2,624,38,243,0,0,0,0,0,6,2008,0.7436674571631063
622,623,20,7064,5,6,1977,1977,560,420,980,980,0,980,0,1,0,3,1,6,0,2,484,192,0,0,0,0,0,0,7,2009,-0.5780431661135794
623,624,160,2117,6,5,2000,2000,420,336,756,756,756,1512,0,2,1,2,1,4,1,2,440,0,32,0,0,0,0,0,6,2007,-0.15635453868720822
624,625,60,10400,6,5,1972,1972,247,485,732,1012,778,1790,1,1,2,4,1,8,1,2,484,148,0,0,0,147,0,0,11,2006,-0.19852340142984534
625,626,20,10000,6,6,1962,1962,0,1116,1116,1116,0,1116,0,1,1,3,1,5,0,2,440,0,0,0,0,385,0,0,2,2010,-0.26335016057151134
626,627,20,12342,5,5,1960,1978,0,978,978,1422,0,1422,0,1,0,3,1,6,1,1,286,0,0,36,0,0,0,600,8,2007,-0.5163633370273341
627,628,80,9600,6,6,1955,1972,674,350,1156,1520,0,1520,1,1,0,3,1,7,2,1,364,0,0,189,0,0,0,0,3,2010,-0.3514642021232904
628,629,60,11606,5,5,1969,1969,650,390,1040,1040,1040,2080,0,1,2,5,1,9,2,2,504,335,0,0,0,0,0,0,9,2007,-0.5780431661135794
629,630,80,9020,6,5,1964,1964,624,288,1248,1350,0,1350,1,1,1,3,1,6,0,2,520,176,0,0,0,0,0,0,6,2008,-0.15635453868720822
630,631,70,9000,5,6,1880,1991,0,636,636,1089,661,1750,0,1,0,3,1,8,0,1,240,0,0,293,0,0,0,0,6,2006,-0.7165080885520894
631,632,120,4590,8,5,2006,2006,24,1530,1554,1554,0,1554,0,2,0,2,1,6,1,2,627,156,73,0,0,0,0,0,8,2007,0.3597419904017834
632,633,20,11900,7,5,1977,1977,822,564,1386,1411,0,1411,0,2,0,3,1,6,1,2,544,192,0,0,0,0,0,0,4,2009,-1.2388984777519223
633,634,20,9250,5,7,1954,2005,480,108,1056,1056,0,1056,0,1,0,3,1,6,0,1,260,390,0,0,0,0,0,0,7,2007,-0.5226571971381754
634,635,90,6979,6,5,1980,1980,1056,0,1056,1056,0,1056,2,0,0,0,2,4,0,2,576,264,56,0,0,0,0,600,6,2010,-0.4647536841184349
635,636,190,10896,6,7,1914,1995,256,1184,1440,1440,1440,3395,0,2,0,8,2,14,0,0,0,0,110,0,0,0,0,0,3,2007,0.2401586482957975
636,637,30,6120,2,3,1936,1950,0,264,264,800,0,800,0,1,0,1,1,4,1,0,0,0,0,0,0,0,0,0,1,2009,-1.5221221827397835
637,638,190,6000,5,4,1954,1954,0,811,811,811,576,1387,0,2,0,3,2,7,0,1,256,0,0,0,0,0,0,0,11,2009,-1.1067274154242537
638,639,30,8777,5,7,1910,1950,0,796,796,796,0,796,0,1,0,2,1,4,0,0,0,328,0,164,0,0,0,0,5,2008,-1.2074291771977155
639,640,120,3982,8,5,2006,2006,1154,366,1520,1567,0,1567,1,2,0,1,1,7,1,3,648,312,0,0,0,0,0,0,10,2006,1.0528344535278558
640,641,120,12677,8,5,2003,2004,1218,300,1518,1518,0,1518,0,1,1,1,1,6,1,2,588,185,140,0,0,0,0,0,4,2008,1.171649944700319
641,642,60,7050,7,5,2001,2001,738,319,1057,1057,872,1929,1,2,1,3,1,7,1,2,650,0,235,0,0,0,0,0,5,2007,0.5674393740595483
642,643,80,13860,8,7,1972,1995,1410,542,1952,2000,704,2704,1,2,1,4,1,9,3,2,538,269,111,0,0,0,0,0,7,2009,2.065378080439792
643,644,60,10793,5,5,1969,1969,493,0,780,780,840,1620,0,2,1,4,1,7,0,2,462,208,0,0,0,0,0,0,4,2007,-0.36405192234497313
644,645,20,9187,9,5,2009,2009,1121,645,1766,1766,0,1766,1,2,1,2,1,7,1,3,478,195,130,0,0,0,0,0,10,2009,2.3911231043364976
645,646,20,10530,6,5,1971,1971,282,664,981,981,0,981,1,1,1,3,1,5,0,2,576,0,312,40,0,0,0,0,3,2007,-0.47419447428469697
646,647,20,7200,5,5,1950,1950,0,0,0,1048,0,1048,0,1,0,3,1,7,0,2,420,0,27,0,0,0,0,0,7,2008,-1.0400124982493353
647,648,20,10452,6,5,1953,1953,500,594,1094,1094,0,1094,0,1,0,3,1,5,2,2,495,0,0,0,0,287,0,0,6,2008,-0.326288761679925
648,649,60,7700,6,5,1966,1966,0,756,756,1051,788,1839,0,1,1,4,1,7,1,2,442,0,124,216,0,0,0,0,6,2010,-0.326288761679925
649,650,180,1936,4,6,1970,1970,131,0,630,630,0,630,1,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,12,2007,-1.2137230373085568
650,651,60,8125,7,6,2007,2007,0,813,813,822,843,1665,0,2,1,3,1,7,0,2,562,0,0,0,0,0,0,0,5,2008,0.31505558361480973
651,652,70,9084,4,5,1940,1950,0,755,755,755,755,1510,1,1,0,4,1,7,1,1,296,120,0,0,0,0,0,0,10,2009,-0.9179116120990128
652,653,60,8750,7,5,1996,1996,0,880,880,909,807,1716,0,2,1,2,1,7,1,2,512,0,120,0,0,0,0,0,7,2009,0.126869166300653
653,654,50,10320,6,7,1906,1995,0,756,756,756,713,1469,0,1,0,3,1,7,0,1,216,57,0,239,0,0,0,0,6,2008,-0.5780431661135794
654,655,20,10437,8,6,1995,1995,1696,413,2109,2113,0,2113,1,2,1,2,1,7,1,3,839,236,46,0,0,0,0,0,8,2008,2.1283166815482057
655,656,160,1680,6,5,1971,1971,0,525,525,525,567,1092,0,1,1,3,1,6,0,1,264,0,0,0,0,0,0,0,3,2010,-1.1696660165326673
656,657,20,10007,5,7,1959,2006,806,247,1053,1053,0,1053,1,1,1,3,1,5,0,1,312,0,0,0,0,0,0,0,8,2008,-0.4458721037859108
657,658,70,7200,7,6,1931,2000,0,776,776,851,651,1502,0,1,1,3,1,6,1,1,270,0,0,112,0,0,0,0,2,2008,-0.4018150830100213
658,659,50,17503,6,5,1948,1950,0,912,912,912,546,1458,0,1,0,3,1,6,1,1,330,192,0,0,0,0,0,0,1,2010,-1.0500826744266814
659,660,20,9937,5,7,1964,1999,637,849,1486,1486,0,1486,1,1,0,3,1,7,0,2,480,0,0,0,0,0,0,0,3,2009,-0.1752361190197323
660,661,60,12384,7,7,1976,1976,0,793,793,1142,793,1935,0,2,1,3,1,7,1,2,550,0,113,252,0,0,0,0,11,2007,0.2137244358302638
661,662,60,46589,8,7,1994,2005,1361,88,1629,1686,762,2448,1,2,1,4,1,8,1,3,711,517,76,0,0,0,0,0,7,2009,2.782878133075707
662,663,20,13560,6,3,1968,1968,0,1392,1392,1392,0,1392,1,1,0,2,1,5,2,2,576,0,0,240,0,0,0,0,7,2009,-0.8927361716556474
663,664,85,10012,4,5,1972,1972,920,38,1138,1181,0,1181,1,2,0,3,1,6,0,2,588,0,0,180,0,0,0,0,4,2008,-0.5465738655593726
664,665,20,20896,8,5,2005,2006,1721,356,2077,2097,0,2097,1,1,1,1,1,8,1,3,1134,192,267,0,0,0,0,0,1,2006,3.0472202577310443
665,666,60,11194,8,5,2000,2000,0,1406,1406,1454,482,1936,0,2,1,3,1,7,1,2,504,188,124,0,0,0,0,0,11,2006,0.6240841150571205
666,667,60,18450,6,5,1965,1979,187,111,1021,1465,915,2380,0,2,1,3,1,7,1,2,596,0,265,0,0,0,0,0,8,2007,-0.6535694874436757
667,668,20,8125,6,5,1994,1998,1138,270,1408,1679,0,1679,1,2,0,3,1,7,1,2,575,224,42,0,0,0,0,0,10,2008,0.15833846685485983
668,669,20,14175,5,6,1956,1987,988,200,1188,1437,0,1437,1,1,1,3,1,6,1,2,576,304,0,0,0,0,0,0,11,2006,-0.16264839879804957
669,670,30,11600,4,5,1922,1950,0,700,700,1180,0,1180,0,1,0,2,1,5,1,1,252,0,0,67,0,0,0,0,7,2006,-0.5465738655593726
670,671,60,8633,6,5,2005,2005,193,545,738,738,738,1476,1,2,1,3,1,7,0,2,540,100,35,0,0,0,0,0,2,2009,-0.09341593757879461
671,672,70,6629,6,6,1925,1950,551,121,672,697,672,1369,1,2,0,3,1,6,0,1,300,147,0,0,0,0,0,0,7,2009,-0.9732975810744169
672,673,20,11250,6,6,1977,1977,767,441,1208,1208,0,1208,1,1,1,3,1,6,1,2,546,198,42,0,0,0,0,0,6,2006,-0.20041155946309774
673,674,20,14442,6,7,1957,2004,1186,291,1477,1839,0,1839,1,2,0,3,1,7,2,2,416,0,87,0,0,200,0,0,6,2007,0.963952561042554
674,675,20,9200,6,6,1965,1965,892,244,1136,1136,0,1136,1,1,0,3,1,5,1,1,384,426,0,0,0,0,0,0,7,2008,-0.5151045650051658
675,676,160,2289,6,6,1978,1978,311,544,855,855,586,1441,0,2,1,3,1,7,1,2,440,28,0,0,0,0,0,0,4,2009,-0.40810894312086266
676,677,70,9600,4,2,1900,1950,0,1095,1095,1095,679,1774,1,2,0,4,2,8,0,3,779,0,0,90,0,0,0,0,5,2006,-1.18225373675435
677,678,30,9022,5,8,1924,2006,0,768,768,792,0,792,0,1,0,2,1,5,0,1,240,316,0,120,0,0,0,0,5,2009,-0.8990300317664888
678,679,20,11844,8,5,2008,2008,0,2046,2046,2046,0,2046,0,2,1,3,1,7,1,3,834,322,82,0,0,0,0,0,7,2009,2.411540386536067
679,680,20,9945,5,5,1961,1961,827,161,988,988,0,988,1,1,0,3,1,5,0,2,572,0,0,0,0,0,0,0,10,2007,-0.659863347554517
680,681,120,8012,6,5,1980,1980,543,261,923,923,0,923,0,2,0,2,1,5,1,1,264,80,0,0,0,0,0,0,5,2010,-0.4773414043401176
681,682,50,4500,5,5,1932,2000,182,611,793,848,672,1520,0,1,0,3,1,6,0,1,281,0,0,56,0,0,0,0,7,2009,-0.2704748102169838
682,683,120,2887,6,5,1996,1997,1003,288,1291,1291,0,1291,1,1,0,2,1,6,1,2,431,307,0,0,0,0,0,0,11,2008,-0.09970979768963598
683,684,20,11248,9,5,2002,2002,1059,567,1626,1668,0,1668,1,2,0,3,1,7,1,3,702,257,45,0,0,0,0,0,7,2007,1.310114867138829
684,685,60,16770,7,5,1998,1998,0,1195,1195,1195,644,1839,0,2,1,4,1,7,0,2,486,0,81,0,0,0,0,0,6,2010,0.5045007729511347
